Date,SMS,Month,Year,Day,Amount,Type,Merchant,Category
2020-08-31 13:53:00,"dear customer, aed 7017.50 was credited to your account ****0535. your available account balance is aed 7160.02",8,2020,31,7017.5,Credit,,Other
2020-08-31 15:45:00,"dear customer, aed 7017.00 was debited from your account ****0535. your available account balance is aed 143.02",8,2020,31,7017.0,Debit,,Other
2020-08-31 15:48:00,"dear customer, aed 1.20 was debited from your account ****0535. your available account balance is aed 141.82",8,2020,31,1.2,Debit,,Other
2020-08-31 16:16:00,"dear customer, aed 18.00 was debited from your account ****0535. your available account balance is aed 123.82",8,2020,31,18.0,Debit,,Other
2020-09-04 23:01:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 23.82",9,2020,4,100.0,Debit,,Other
2020-09-06 15:31:00,"dear customer, aed 23.32 was debited from your account ****0535. your available account balance is aed 0.50",9,2020,6,23.32,Debit,,Other
2020-09-21 16:49:00,"dear customer, aed 1000.00 was credited to your account ****0535. your available account balance is aed 1000.50",9,2020,21,1000.0,Credit,,Other
2020-09-26 01:23:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 900.50",9,2020,26,100.0,Debit,,Other
2020-09-26 06:17:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16900.50",9,2020,26,16000.0,Credit,,Other
2020-09-26 07:51:00,"dear customer, aed 11000.00 was debited from your account ****0535. your available account balance is aed 5900.50",9,2020,26,11000.0,Debit,,Other
2020-09-26 07:51:00,"dear customer, aed 750.00 was debited from your account ****0535. your available account balance is aed 5150.50",9,2020,26,750.0,Debit,,Other
2020-09-26 07:54:00,"dear customer, aed 3500.00 was debited from your account ****0535. your available account balance is aed 1650.50",9,2020,26,3500.0,Debit,,Other
2020-09-26 07:57:00,"dear customer, aed 397.76 was debited from your account ****0535. your available account balance is aed 1252.74",9,2020,26,397.76,Debit,,Other
2020-09-26 10:11:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 1102.74",9,2020,26,150.0,Debit,,Other
2020-09-30 11:21:00,transaction of aed 186.17 debited from your a/c ****0535 at armed forces officers  ab u dhabi ae. avl bal is aed 916.57,9,2020,30,186.17,Debit,armed forces officers  ab u dhabi ae,Other
2020-09-30 15:07:00,transaction of aed 45.00 debited from your a/c ****0535 at armed forces officers  ab u dhabi ae. avl bal is aed 871.57,9,2020,30,45.0,Debit,armed forces officers  ab u dhabi ae,Other
2020-09-30 15:11:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 721.57",9,2020,30,150.0,Debit,,Other
2020-09-30 22:58:00,transaction of aed 34.50 debited from your a/c ****0535 at kuwait food co american97 1600569000 ae. avl bal is aed 687.07,9,2020,30,34.5,Debit,kuwait food co american97 1600569000 ae,Food
2020-10-08 14:21:00,"dear customer, aed 50.00 was debited from your account ****0535. your available account balance is aed 637.07",10,2020,8,50.0,Debit,,Other
2020-10-16 11:14:00,"dear customer, aed 150.00 was credited to your account ****0535. your available account balance is aed 787.07",10,2020,16,150.0,Credit,,Other
2020-10-16 11:16:00,"dear customer, aed 740.00 was debited from your account ****0535. your available account balance is aed 47.07",10,2020,16,740.0,Debit,,Other
2020-10-16 12:04:00,"dear customer, aed 3.00 was credited to your account ****0535. your available account balance is aed 50.07",10,2020,16,3.0,Credit,,Other
2020-10-16 13:53:00,"dear customer, aed 50.00 was debited from your account ****0535. your available account balance is aed 0.07",10,2020,16,50.0,Debit,,Other
2020-10-19 00:22:00,"dear customer, aed 50.00 was credited to your account ****0535. your available account balance is aed 50.07",10,2020,19,50.0,Credit,,Other
2020-10-26 06:02:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16050.07",10,2020,26,16000.0,Credit,,Other
2020-10-26 07:52:00,"dear customer, aed 900.00 was credited to your account ****0535. your available account balance is aed 16950.07",10,2020,26,900.0,Credit,,Other
2020-10-26 12:08:00,"dear customer, aed 251.75 was debited from your account ****0535. your available account balance is aed 16698.32",10,2020,26,251.75,Debit,,Other
2020-10-26 12:10:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 6698.32",10,2020,26,10000.0,Debit,,Other
2020-10-26 12:11:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 2598.32",10,2020,26,4100.0,Debit,,Other
2020-10-26 12:12:00,"dear customer, aed 750.00 was debited from your account ****0535. your available account balance is aed 1848.32",10,2020,26,750.0,Debit,,Other
2020-10-26 15:01:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 6848.32",10,2020,26,5000.0,Credit,,Other
2020-10-28 12:33:00,"dear customer, aed 5000.00 was debited from your account ****0535. your available account balance is aed 1848.32",10,2020,28,5000.0,Debit,,Other
2020-10-29 13:38:00,"dear customer, aed 168.00 was debited from your account ****0535. your available account balance is aed 1680.32",10,2020,29,168.0,Debit,,Other
2020-11-02 09:43:00,transaction of aed 72.27 debited from your a/c ****0535 at paypal *hsoub          07 759718069 gb. avl bal is aed 1608.05,11,2020,2,72.27,Debit,paypal,Other
2020-11-07 00:43:00,transaction of aed 75.56 debited from your a/c ****0535 at 408-345-5282adaptdmind +1 4083455282 us. avl bal is aed 1532.49,11,2020,7,75.56,Debit,408,Other
2020-11-09 21:20:00,"dear customer, aed 400.00 was debited from your account ****0535. your available account balance is aed 719.49",11,2020,9,400.0,Debit,,Other
2020-11-09 21:21:00,"dear customer, aed 413.00 was debited from your account ****0535. your available account balance is aed 719.49",11,2020,9,413.0,Debit,,Other
2020-11-09 21:22:00,"dear customer, aed 156.03 was debited from your account ****0535. your available account balance is aed 563.46",11,2020,9,156.03,Debit,,Other
2020-11-09 21:37:00,"dear customer, aed 383.04 was debited from your account ****0535. your available account balance is aed 180.42",11,2020,9,383.04,Debit,,Other
2020-11-09 21:38:00,"dear customer, aed 370.00 was credited to your account ****0535. your available account balance is aed 550.42",11,2020,9,370.0,Credit,,Other
2020-11-10 18:19:00,"dear customer, aed 497.00 was debited from your account ****0535. your available account balance is aed 53.42",11,2020,10,497.0,Debit,,Other
2020-11-10 18:37:00,"dear customer, aed 53.00 was debited from your account ****0535. your available account balance is aed 0.42",11,2020,10,53.0,Debit,,Other
2020-11-13 23:04:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 200.42",11,2020,13,200.0,Credit,,Other
2020-11-13 23:17:00,"dear customer, aed 200.00 was debited from your account ****0535. your available account balance is aed 0.42",11,2020,13,200.0,Debit,,Other
2020-11-15 17:24:00,"trx. of aed 33.60 on your card ending **0121 at el chico wtc abu dhabi in abu dhabi, united arab emi is approved. avl card bal is 15357.90.trx date: 16/11/20 17:24.",11,2020,15,33.6,Other,el chico wtc abu dhabi,Shopping
2020-11-20 22:26:00,"dear customer, aed 500.00 was credited to your account ****0535. your available account balance is aed 500.42",11,2020,20,500.0,Credit,,Other
2020-11-20 22:31:00,"dear customer, aed 410.00 was debited from your account ****0535. your available account balance is aed 90.42",11,2020,20,410.0,Debit,,Other
2020-11-20 23:06:00,"dear customer, aed 70.00 was debited from your account ****0535. your available account balance is aed 20.42",11,2020,20,70.0,Debit,,Other
2020-11-24 19:57:00,"dear customer, aed 300.00 was credited to your account ****0535. your available account balance is aed 320.42",11,2020,24,300.0,Credit,,Other
2020-11-27 09:41:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16320.42",11,2020,27,16000.0,Credit,,Other
2020-11-27 10:54:00,"dear customer, aed 1591.81 was debited from your account ****0535. your available account balance is aed 14728.61",11,2020,27,1591.81,Debit,,Other
2020-11-27 10:54:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 4728.61",11,2020,27,10000.0,Debit,,Other
2020-11-27 10:58:00,"dear customer, aed 500.00 was debited from your account ****0535. your available account balance is aed 4228.61",11,2020,27,500.0,Debit,,Other
2020-11-27 10:59:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 128.61",11,2020,27,4100.0,Debit,,Other
2020-11-27 22:05:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 5128.61",11,2020,27,5000.0,Credit,,Other
2020-11-29 13:16:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 4978.61",11,2020,29,150.0,Debit,,Other
2020-11-30 15:19:00,"dear customer, aed 4970.00 was debited from your account ****0535. your available account balance is aed 8.61",11,2020,30,4970.0,Debit,,Other
2020-11-30 15:23:00,"dear customer, aed 30.09 was credited to your account ****0535. your available account balance is aed 38.70",11,2020,30,30.09,Credit,,Other
2020-11-30 15:25:00,"dear customer, aed 10.26 was debited from your account ****0535. your available account balance is aed 28.44",11,2020,30,10.26,Debit,,Other
2020-11-30 16:20:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 228.44",11,2020,30,200.0,Credit,,Other
2020-11-30 16:22:00,"dear customer, aed 200.00 was debited from your account ****0535. your available account balance is aed 28.44",11,2020,30,200.0,Debit,,Other
2020-12-02 19:13:00,"dear customer, aed 4800.00 was credited to your account ****0535. your available account balance is aed 4828.44",12,2020,2,4800.0,Credit,,Other
2020-12-02 19:40:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 4678.44",12,2020,2,150.0,Debit,,Other
2020-12-02 19:45:00,"dear customer, aed 1000.00 was debited from your account ****0535. your available account balance is aed 3678.44",12,2020,2,1000.0,Debit,,Other
2020-12-02 20:10:00,"dear customer, aed 1532.24 was debited from your account ****0535. your available account balance is aed 2146.20",12,2020,2,1532.24,Debit,,Other
2020-12-02 20:12:00,"dear customer, aed 2000.00 was debited from your account ****0535. your available account balance is aed 146.20",12,2020,2,2000.0,Debit,,Other
2020-12-07 00:44:00,transaction of aed 75.56 debited from your a/c ****0535 at 408-345-5282adaptdmind +1 4083455282 us. avl bal is aed 70.64,12,2020,7,75.56,Debit,408,Other
2020-12-08 19:56:00,"dear customer, aed 102.00 was credited to your account ****0535. your available account balance is aed 172.64",12,2020,8,102.0,Credit,,Other
2020-12-09 11:13:00,"dear customer, aed 151.91 was debited from your account ****0535. your available account balance is aed 20.73",12,2020,9,151.91,Debit,,Other
2020-12-09 22:22:00,"dear customer, aed 20.73 was debited from your account ****0535. your available account balance is aed 0.00",12,2020,9,20.73,Debit,,Other
2020-12-21 18:23:00,"dear customer, aed 40.00 was credited to your account ****0535. your available account balance is aed 40.00",12,2020,21,40.0,Credit,,Other
2020-12-21 23:08:00,"dear customer, aed 40.00 was debited from your account ****0535. your available account balance is aed 0.00",12,2020,21,40.0,Debit,,Other
2020-12-26 09:39:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16000.00",12,2020,26,16000.0,Credit,,Other
2020-12-26 09:46:00,"dear customer, aed 900.00 was debited from your account ****0535. your available account balance is aed 15100.00",12,2020,26,900.0,Debit,,Other
2020-12-26 10:02:00,"dear customer, aed 200.00 was debited from your account ****0535. your available account balance is aed 14900.00",12,2020,26,200.0,Debit,,Other
2020-12-26 10:54:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 19900.00",12,2020,26,5000.0,Credit,,Other
2020-12-26 10:58:00,"dear customer, aed 15000.00 was debited from your account ****0535. your available account balance is aed 4900.00",12,2020,26,15000.0,Debit,,Other
2020-12-26 11:04:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 800.00",12,2020,26,4100.0,Debit,,Other
2020-12-26 11:09:00,"dear customer, aed 238.27 was debited from your account ****0535. your available account balance is aed 561.73",12,2020,26,238.27,Debit,,Other
2020-12-27 13:01:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 5561.73",12,2020,27,5000.0,Credit,,Other
2020-12-27 13:04:00,"dear customer, aed 0.89 was debited from your account ****0535. your available account balance is aed 560.84",12,2020,27,0.89,Debit,,Other
2020-12-27 13:04:00,"dear customer, aed 5000.00 was debited from your account ****0535. your available account balance is aed 560.84",12,2020,27,5000.0,Debit,,Other
2021-01-04 23:05:00,"dear customer, aed 374.02 was debited from your account ****0535. your available account balance is aed 186.82",1,2021,4,374.02,Debit,,Other
2021-01-06 22:45:00,"dear customer, aed 85.00 was debited from your account ****0535. your available account balance is aed 101.82",1,2021,6,85.0,Debit,,Other
2021-01-21 17:15:00,"dear customer, aed 300.00 was credited to your account ****0535. your available account balance is aed 401.82",1,2021,21,300.0,Credit,,Other
2021-01-26 05:56:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16401.82",1,2021,26,16000.0,Credit,,Other
2021-01-26 09:01:00,"dear customer, aed 6000.00 was credited to your account ****0535. your available account balance is aed 22401.82",1,2021,26,6000.0,Credit,,Other
2021-01-26 09:17:00,"dear customer, aed 6000.00 was debited from your account ****0535. your available account balance is aed 16401.82",1,2021,26,6000.0,Debit,,Other
2021-01-26 09:25:00,"dear customer, aed 401.82 was debited from your account ****0535. your available account balance is aed 16000.00",1,2021,26,401.82,Debit,,Other
2021-01-26 09:29:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 11900.00",1,2021,26,4100.0,Debit,,Other
2021-01-26 09:34:00,"dear customer, aed 10000.00 was debited from your account ****0535. your available account balance is aed 1900.00",1,2021,26,10000.0,Debit,,Other
2021-01-26 09:36:00,"dear customer, aed 1000.00 was debited from your account ****0535. your available account balance is aed 900.00",1,2021,26,1000.0,Debit,,Other
2021-01-26 10:46:00,"dear customer, aed 227.81 was debited from your account ****0535. your available account balance is aed 672.19",1,2021,26,227.81,Debit,,Other
2021-01-30 01:31:00,"dear customer, aed 470.00 was debited from your account ****0535. your available account balance is aed 202.19",1,2021,30,470.0,Debit,,Other
2021-01-31 14:00:00,"dear customer, aed 123.45 was debited from your account ****0535. your available account balance is aed 78.74",1,2021,31,123.45,Debit,,Other
2021-02-07 21:26:00,"dear customer, aed 4.00 was debited from your account ****0535. your available account balance is aed 74.74",2,2021,7,4.0,Debit,,Other
2021-02-07 21:27:00,"dear customer, aed 9.74 was debited from your account ****0535. your available account balance is aed 65.00",2,2021,7,9.74,Debit,,Other
2021-02-07 21:28:00,"dear customer, aed 65.00 was debited from your account ****0535. your available account balance is aed 0.00",2,2021,7,65.0,Debit,,Other
2021-02-08 07:09:00,"dear customer, aed 320.00 was credited to your account ****0535. your available account balance is aed 320.00",2,2021,8,320.0,Credit,,Other
2021-02-09 11:48:00,transaction of aed 269.00 debited from your a/c ****0535 at apple online store - ua97 143833000 ae. avl bal is aed 51.00,2,2021,9,269.0,Debit,apple online store,Shopping
2021-02-12 06:45:00,transaction of aed 12.72 debited from your a/c ****0535 at 707-652-3328adaptdmind +1 7076523328 us. avl bal is aed 38.28,2,2021,12,12.72,Debit,707,Other
2021-02-12 13:12:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 5038.28",2,2021,12,5000.0,Credit,,Other
2021-02-12 13:16:00,"dear customer, aed 5000.00 was debited from your account ****0535. your available account balance is aed 38.28",2,2021,12,5000.0,Debit,,Other
2021-02-12 18:43:00,"dear customer, aed 145.00 was credited to your account ****0535. your available account balance is aed 183.28",2,2021,12,145.0,Credit,,Other
2021-02-15 00:49:00,"dear customer, aed 183.28 was debited from your account ****0535. your available account balance is aed 0.00",2,2021,15,183.28,Debit,,Other
2021-02-15 22:52:00,"dear customer, your security code for the adib transaction is 5358",2,2021,15,,Other,,Other
2021-02-24 05:45:00,"dear customer, aed 16000.00 was credited to your account ****0535. your available account balance is aed 16269.00",2,2021,24,16000.0,Credit,,Other
2021-02-24 10:10:00,"dear customer, aed 11000.00 was debited from your account ****0535. your available account balance is aed 5269.00",2,2021,24,11000.0,Debit,,Other
2021-02-24 10:14:00,"dear customer, aed 1.05 was debited from your account ****0535. your available account balance is aed 1167.95",2,2021,24,1.05,Debit,,Other
2021-02-24 10:14:00,"dear customer, aed 4100.00 was debited from your account ****0535. your available account balance is aed 1167.95",2,2021,24,4100.0,Debit,,Other
2021-02-24 10:17:00,"dear customer, aed 378.00 was debited from your account ****0535. your available account balance is aed 639.95",2,2021,24,378.0,Debit,,Other
2021-02-24 10:17:00,"dear customer, aed 150.00 was debited from your account ****0535. your available account balance is aed 639.95",2,2021,24,150.0,Debit,,Other
2021-02-24 10:19:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 5639.95",2,2021,24,5000.0,Credit,,Other
2021-02-24 10:23:00,"dear customer, aed 5000.00 was debited from your account ****0535. your available account balance is aed 639.95",2,2021,24,5000.0,Debit,,Other
2021-02-24 10:28:00,"dear customer, aed 380.00 was debited from your account ****0535. your available account balance is aed 259.95",2,2021,24,380.0,Debit,,Other
2021-02-24 10:36:00,"dear customer, aed 259.95 was debited from your account ****0535. your available account balance is aed 0.00",2,2021,24,259.95,Debit,,Other
2021-02-24 15:04:00,"dear customer, aed 500.00 was credited to your account ****0535. your available account balance is aed 500.00",2,2021,24,500.0,Credit,,Other
2021-02-24 15:12:00,transaction of aed 323.59 debited from your a/c ****0535 at save my exams          +4 40789400938 gb. avl bal is aed 176.41,2,2021,24,323.59,Debit,save my exams,Shopping
2021-02-25 17:58:00,"dear customer, aed 6450.00 was credited to your account ****0535. your available account balance is aed 6626.41",2,2021,25,6450.0,Credit,,Other
2021-02-25 17:58:00,"dear customer, aed 350.00 was debited from your account ****0535. your available account balance is aed 6276.41",2,2021,25,350.0,Debit,,Other
2021-02-25 17:58:00,"dear customer, aed 2553.92 was debited from your account ****0535. your available account balance is aed 3722.49",2,2021,25,2553.92,Debit,,Other
2021-02-25 18:00:00,"dear customer, aed 692.18 was debited from your account ****0535. your available account balance is aed 1530.31",2,2021,25,692.18,Debit,,Other
2021-02-25 18:00:00,"dear customer, aed 1500.00 was debited from your account ****0535. your available account balance is aed 1530.31",2,2021,25,1500.0,Debit,,Other
2021-02-27 09:32:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 1430.31",2,2021,27,100.0,Debit,,Other
2021-03-01 16:46:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 1531.59",3,2021,1,100.0,Credit,,Other
2021-03-03 02:08:00,"dear customer, aed 200.00 was credited to your account ****0535. your available account balance is aed 1831.59",3,2021,3,200.0,Credit,,Other
2021-03-03 02:08:00,"dear customer, aed 100.00 was credited to your account ****0535. your available account balance is aed 1831.59",3,2021,3,100.0,Credit,,Other
2021-03-04 00:42:00,"dear customer, aed 300.00 was debited from your account ****0535. your available account balance is aed 1531.59",3,2021,4,300.0,Debit,,Other
2021-03-04 09:10:00,"dear customer, aed 100.00 was debited from your account ****0535. your available account balance is aed 1431.59",3,2021,4,100.0,Debit,,Other
2021-03-04 20:00:00,"dear customer, aed 2000.00 was credited to your account ****0535. your available account balance is aed 3431.59",3,2021,4,2000.0,Credit,,Other
2021-03-04 20:00:00,"dear customer, aed 2968.00 was debited from your account ****0535. your available account balance is aed 463.59",3,2021,4,2968.0,Debit,,Other
2021-03-05 21:43:00,transaction of aed 52.00 debited from your a/c ****0535 at khbz & karak           ab u dhabi ae. avl bal is aed 411.59,3,2021,5,52.0,Debit,khbz & karak           ab u dhabi ae,Other
2021-03-07 00:43:00,transaction of aed 37.68 debited from your a/c ****0535 at 707-652-3328adaptdmind +1 7076523328 us. avl bal is aed 373.91,3,2021,7,37.68,Debit,707,Other
2021-03-07 17:04:00,"dear customer, aed 300.00 was debited from your account ****0535. your available account balance is aed 73.91",3,2021,7,300.0,Debit,,Other
2021-03-10 10:06:00,transaction of aed 46.48 debited from your a/c ****0535 at mediclinic hospitals llab u dhabi ae. avl bal is aed 27.43,3,2021,10,46.48,Debit,mediclinic hospitals llab u dhabi ae,Other
2021-03-12 14:03:00,"trx. of aed 46.00 on your card ending **0121 at starbucks-d717-adnoc in auh, united arab emi is approved. avl card bal is 15357.72.trx date: 13/03/21 14:03.",3,2021,12,46.0,Other,starbucks,Food
2021-03-12 20:57:00,"dear customer, aed 5000.00 was credited to your account ****0535. your available account balance is aed 5027.43",3,2021,12,5000.0,Credit,,Other
2021-03-19 14:59:00,"dear customer, aed 5000.00 was debited from your account *535. your available account balance is aed 27.43",3,2021,19,5000.0,Debit,,Other
2021-03-24 07:53:00,"dear customer, aed 16000.00 was credited to your account *535. your available account balance is aed 16027.43",3,2021,24,16000.0,Credit,,Other
2021-03-24 09:44:00,"dear customer, aed 4100.00 was debited from your account *535. your available account balance is aed 11926.38",3,2021,24,4100.0,Debit,,Other
2021-03-24 09:44:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 11926.38",3,2021,24,1.05,Debit,,Other
2021-03-24 09:46:00,"dear customer, aed 2000.00 was debited from your account *535. your available account balance is aed 9926.38",3,2021,24,2000.0,Debit,,Other
2021-03-24 09:46:00,"dear customer, aed 8000.00 was debited from your account *535. your available account balance is aed 1925.33",3,2021,24,8000.0,Debit,,Other
2021-03-24 09:46:00,"dear customer, aed 1.05 was debited from your account *535. your available account balance is aed 1925.33",3,2021,24,1.05,Debit,,Other
2021-03-24 21:20:00,"dear customer, aed 5000.00 was credited to your account *535. your available account balance is aed 6925.33",3,2021,24,5000.0,Credit,,Other
2021-03-24 21:55:00,"dear customer, aed 5000.00 was debited from your account *535. your available account balance is aed 1925.33",3,2021,24,5000.0,Debit,,Other
2021-03-24 21:56:00,"dear customer, aed 208.00 was credited to your account *535. your available account balance is aed 125.47",3,2021,24,208.0,Credit,,Other
2021-03-24 21:57:00,"dear customer, aed 2007.86 was debited from your account *535. your available account balance is aed 125.47",3,2021,24,2007.86,Debit,,Other
2021-03-24 22:01:00,"dear customer, aed 100.00 was debited from your account *535. your available account balance is aed 25.47",3,2021,24,100.0,Debit,,Other
2021-03-26 12:00:00,"dear customer, aed 25.47 was debited from your account *535. your available account balance is aed 0.00",3,2021,26,25.47,Debit,,Other
2021-03-26 12:55:00,"dear customer, aed 500.00 was credited to your account *535. your available account balance is aed 500.00",3,2021,26,500.0,Credit,,Other
2021-03-26 14:59:00,"dear customer, aed 500.00 was debited from your account *535. your available account balance is aed 0.00",3,2021,26,500.0,Debit,,Other
2021-04-01 11:41:00,"dear customer, aed 5000.00 was credited to your account *535. your available account balance is aed 5000.00",4,2021,1,5000.0,Credit,,Other
2021-04-01 11:52:00,"dear customer, aed 2000.00 was debited from your account *535. your available account balance is aed 3000.00",4,2021,1,2000.0,Debit,,Other
2021-04-03 13:41:00,"dear customer, aed 85.00 was credited to your account *535. your available account balance is aed 3085.00",4,2021,3,85.0,Credit,,Other
2021-04-03 13:56:00,transaction of aed 65.00 debited from your a/c *535 at mediclinic hospitals llab u dhabi ae. avl bal is aed 3020.00,4,2021,3,65.0,Debit,mediclinic hospitals llab u dhabi ae,Other
2021-04-03 20:19:00,"dear customer, aed 4000.00 was credited to your account *535. your available account balance is aed 7020.00",4,2021,3,4000.0,Credit,,Other
2021-04-03 20:29:00,"dear customer, aed 7000.00 was debited from your account *535. your available account balance is aed 20.00",4,2021,3,7000.0,Debit,,Other
2021-04-09 08:31:00,"dear customer, aed 3000.00 was credited to your account *535. your available account balance is aed 3020.00",4,2021,9,3000.0,Credit,,Other
2021-04-10 06:57:00,"dear customer, aed 3000.00 was debited from your account *535. your available account balance is aed 20.00",4,2021,10,3000.0,Debit,,Other
2021-04-17 23:07:00,"dear customer, aed 1.00 was debited from your account *535. your available account balance is aed 19.00",4,2021,17,1.0,Debit,,Other
2021-04-21 01:11:00,"dear customer, aed 1050.00 was credited to your account *535. your available account balance is aed 1069.00",4,2021,21,1050.0,Credit,,Other
2021-04-21 02:46:00,transaction of aed 37.68 debited from your a/c *535 at 707-652-3328adaptdmind +1 7076523328 us. avl bal is aed 1031.32,4,2021,21,37.68,Debit,707,Other
2021-04-21 04:30:00,"dear customer, aed 1000.00 was debited from your account *535. your available account balance is aed 31.32",4,2021,21,1000.0,Debit,,Other
2021-04-24 09:10:00,transaction of aed 30.00 debited from your a/c *535 at adnoc mahawi north -16 ab u dhabi ae. avl bal is aed 1.32,4,2021,24,30.0,Debit,adnoc mahawi north,Bills
2021-04-26 06:04:00,"dear customer, aed 16000.00 was credited to your account *535. your available account balance is aed 16001.32",4,2021,26,16000.0,Credit,,Other
2021-04-26 10:26:00,"dear customer, aed 10000.00 was debited from your account *535. your available account balance is aed 6001.32",4,2021,26,10000.0,Debit,,Other
2021-04-26 10:31:00,"dear customer, aed 1000.00 was debited from your account *535. your available account balance is aed 5001.32",4,2021,26,1000.0,Debit,,Other
2021-04-26 10:50:00,"dear customer, aed 4000.00 was debited from your account *535. your available account balance is aed 1001.32",4,2021,26,4000.0,Debit,,Other
2021-04-26 11:12:00,"dear customer, aed 150.00 was debited from your account *535. your available account balance is aed 851.32",4,2021,26,150.0,Debit,,Other
2021-04-26 16:43:00,"dear customer, aed 2025.00 was credited to your account *535. your available account balance is aed 2876.32",4,2021,26,2025.0,Credit,,Other
2021-04-26 21:33:00,"dear customer, aed 1005.00 was credited to your account *535. your available account balance is aed 3881.32",4,2021,26,1005.0,Credit,,Other
2021-04-26 21:35:00,"dear customer, aed 5000.00 was credited to your account *535. your available account balance is aed 8881.32",4,2021,26,5000.0,Credit,,Other
2021-04-26 21:38:00,"dear customer, aed 173.00 was credited to your account *535. your available account balance is aed 9054.32",4,2021,26,173.0,Credit,,Other
2021-04-26 21:40:00,"dear customer, aed 5000.00 was debited from your account *535. your available account balance is aed 4054.32",4,2021,26,5000.0,Debit,,Other
2021-04-26 21:41:00,"dear customer, aed 1000.00 was debited from your account *535. your available account balance is aed 3054.32",4,2021,26,1000.0,Debit,,Other
2021-04-29 03:41:00,"trx. of usd 19.90 on your card ending **0121 at ecpo.inc in +15053568405, united states is approved. avl card bal is 8938.28.trx date: 30/04/21 03:41.",4,2021,29,,Other,ecpo,Other
2021-05-01 15:46:00,"dear customer, aed 349.32 was debited from your account *535. your available account balance is aed 2705.00",5,2021,1,349.32,Debit,,Other
2021-05-02 02:28:00,transaction of aed 52.00 debited from your a/c *535 at kfc baniyas            ab u dhabi ae. avl bal is aed 2653.00,5,2021,2,52.0,Debit,kfc baniyas            ab u dhabi ae,Shopping
2021-05-03 18:22:00,transaction of aed 13.00 debited from your a/c *535 at deliveroo dmcc         04 5126268 ae. avl bal is aed 2640.00,5,2021,3,13.0,Debit,deliveroo dmcc         04 5126268 ae,Food
2021-05-03 23:08:00,"dear customer, aed 11000.00 was credited to your account *535. your available account balance is aed 13640.00",5,2021,3,11000.0,Credit,,Other
2021-05-03 23:39:00,"dear customer, aed 3000.00 was debited from your account *535. your available account balance is aed 10640.00",5,2021,3,3000.0,Debit,,Other
2021-05-04 00:09:00,"dear customer, aed 6000.00 was debited from your account *535. your available account balance is aed 4640.00",5,2021,4,6000.0,Debit,,Other
2021-05-06 14:39:00,"dear customer, aed 997.00 was debited from your account *535. your available account balance is aed 3643.00",5,2021,6,997.0,Debit,,Other
2021-05-06 14:40:00,"dear customer, aed 2000.00 was debited from your account *535. your available account balance is aed 1643.00",5,2021,6,2000.0,Debit,,Other
2021-05-07 00:22:00,"trx. of aed430.87 on your card ending *121 at smiles, uae is approved. avl. card bal is 15359.73. trx date: 08/05/21 00:22",5,2021,7,430.87,Other,smiles,Other
2021-05-07 00:43:00,transaction of aed 37.68 debited from your a/c *535 at 707-652-3328adaptdmind +1 7076523328 us. avl bal is aed 1605.32,5,2021,7,37.68,Debit,707,Other
2021-05-07 02:48:00,"dear customer, aed 430.00 was debited from your account *535. your available account balance is aed 965.32",5,2021,7,430.0,Debit,,Other
2021-05-07 02:48:00,"dear customer, aed 210.00 was debited from your account *535. your available account balance is aed 965.32",5,2021,7,210.0,Debit,,Other
2021-05-07 12:59:00,"dear customer, aed 26000.00 was credited to your account *535. your available account balance is aed 26965.32",5,2021,7,26000.0,Credit,,Other
2021-05-07 13:38:00,"dear customer, aed 26000.00 was debited from your account *535. your available account balance is aed 964.27",5,2021,7,26000.0,Debit,,Other
